*‖asset owner/‖SI‖En‖individual or organization responsible for one or more IACSs‖def. 3.1.6 from IEC 62443-4-1
*‖product supplier/‖SI‖En‖manufacturer of hardware and/or software product. Note 1 to entry: The product supplier includes the entity responsible for developing and maintaining a product‖def. 3.1.24 from IEC 62443-4-1
*‖secracs‖SI‖En‖SecRACs‖
*‖system integrator/‖SI‖En‖person or company that specializes in bringing together component subsystems into a whole and ensuring that those subsystems perform in accordance with project specifications‖def. 3.1.34 from IEC 62443-4-1
